id,sgpa1,sgpa2,sgpa3,sgpa4,cgpa,active_backlogs,total_backlogs,10th_mark,12th_mark,stress_level,studytime,part_timejob,math,dsa,networks,os,attendance,career_preference
1249,4.83,6.72,8.62,7.5,6.92,1,4,45.41,93.88,high,11,no,88,79,61,59,61.22,higher study
1250,6.16,6.62,8.77,8.24,7.45,4,4,43.95,54.62,low,8,no,49,39,80,49,96.83,job
1251,7.51,6.75,8.01,7.69,7.49,0,0,85.86,97.83,medium,14,yes,85,49,56,47,83.77,none
1252,8.16,9.95,8.79,6.25,8.29,0,0,33.41,39.51,medium,9,no,70,62,90,68,74.13,job
1253,8.59,8.42,7.19,6.56,7.69,0,0,41.53,93.48,low,14,no,79,74,34,75,61.68,none
1254,6.54,6.84,8.86,6.66,7.22,0,0,69.05,62.83,low,12,no,74,95,62,86,76.54,none
1255,8.4,4.35,8.11,6.77,6.91,0,0,49.59,37.95,medium,7,yes,38,73,83,55,94.69,job
1256,7.66,6.57,6.13,7.7,7.02,0,0,39.2,91.93,medium,14,yes,99,95,97,86,98.79,job
1257,7.19,7.51,8.72,7.51,7.73,0,1,57.12,49.89,low,5,yes,38,57,70,99,63.4,none
1258,6.4,8.6,7.45,6.61,7.26,4,4,51.38,34.5,low,2,yes,96,39,94,46,91.09,job
1259,8.6,6.72,7.38,6.2,7.22,1,1,67.25,42.11,low,1,no,36,73,40,44,70.33,job
1260,6.47,5.81,7.7,6.51,6.62,0,0,98.61,77.16,high,12,yes,41,91,97,45,75.18,higher study
1261,6.93,6.24,6.45,8.95,7.14,0,0,41.34,98.51,low,3,yes,59,47,51,86,81.91,job
1262,6.87,3.56,7.41,7.41,6.31,0,5,57.98,40.48,high,3,yes,86,78,62,42,99.79,job
1263,8.61,7.07,8.49,8.6,8.19,0,0,95.44,63.96,medium,0,yes,62,39,93,50,68.35,higher study
1264,8.02,8.24,6.05,8.55,7.72,0,0,91.75,45.11,medium,14,no,47,56,87,94,65.22,none
1265,8.39,9.06,5.98,7.53,7.74,2,4,59.42,82.92,low,8,no,38,95,54,43,83.8,none
1266,6.75,7.65,6.82,9.56,7.7,0,1,79.83,40.92,low,9,yes,60,50,54,71,94.12,job
1267,7.87,8.45,6.01,8.12,7.61,0,0,38.9,49.08,medium,7,no,62,61,91,72,85.93,job
1268,7.72,8.88,7.25,6.58,7.61,0,0,80.74,46.17,medium,6,yes,36,46,82,63,73.9,none
1269,8.5,4.95,8.18,9.79,7.86,0,0,98.18,70.02,medium,5,yes,63,62,69,67,99.08,job
1270,8.72,8.38,8.4,4.13,7.41,0,0,69.02,91.5,medium,2,no,42,78,50,66,99.8,none
1271,6.04,7.81,8.84,8.07,7.69,0,0,66.4,67.25,low,3,no,34,53,86,65,90.83,none
1272,3.76,7.48,7.83,6.82,6.47,1,6,45.56,36.91,high,1,no,56,91,48,45,92.1,higher study
1273,8.02,6.12,6.76,8.5,7.35,0,0,75.47,70.75,medium,6,no,100,87,73,98,90.43,higher study
1274,6.16,8.95,8.77,6.25,7.53,0,0,72.56,86.44,medium,1,no,65,97,84,43,70.31,job
1275,7.65,7.15,8.33,8.32,7.86,0,0,76.68,41.86,high,13,no,39,85,98,52,66.01,job
1276,6.86,6.46,7.72,6.3,6.84,0,0,34.76,37.88,low,14,yes,82,76,46,56,82.17,none
1277,6.92,8,8.09,8.64,7.91,0,2,69.77,45.59,high,9,no,48,51,71,90,98.17,job
1278,9.05,6.85,8.77,6.91,7.9,0,0,72.86,82.99,low,0,yes,91,87,59,92,95.13,higher study
1279,7.06,4.87,8.14,7.96,7.01,0,0,46.91,72.65,low,5,yes,86,93,48,87,64.27,none
1280,7.86,7.76,7.11,4.43,6.79,0,0,46.97,69.22,low,3,yes,63,34,38,35,62.28,none
1281,7,9.6,8.14,7.46,8.05,0,0,51.51,49.72,low,14,yes,73,70,35,81,94.95,job
1282,8.2,7.76,5.99,7.1,7.26,0,4,80.69,55.27,low,7,yes,92,82,98,39,84.52,none
1283,7.21,7.34,6.12,7.94,7.15,0,0,73.62,97.71,medium,0,no,96,68,93,76,72.17,none
1284,6.21,4.05,7.16,8.84,6.56,0,0,89.67,49.13,low,8,no,81,100,89,50,82.47,none
1285,8.35,8.51,3.79,6.12,6.69,0,0,52.82,93.41,medium,5,yes,40,68,71,69,68.87,higher study
1286,6.86,6.79,7.22,9.57,7.61,0,0,94.11,71.9,low,13,yes,80,42,90,57,97.88,none
1287,7.3,9.06,6.5,3.74,6.65,0,0,82.83,41.27,medium,1,no,76,70,84,94,93.09,higher study
1288,8.06,7.35,5.31,8.76,7.37,0,0,59.47,64.32,high,7,yes,49,93,74,62,98.49,none
1289,7,7.61,6.07,7.83,7.13,0,1,39.39,96.55,high,4,no,55,89,85,91,67.48,job
1290,6.17,7.99,6.4,8.42,7.25,0,0,50.23,61.05,medium,4,no,96,45,34,99,93.75,job
1291,7.12,8.35,7.96,7.15,7.64,0,0,97.1,90.85,low,4,no,79,37,51,86,82.41,none
1292,8.83,7.18,8.41,7.42,7.96,1,6,53.8,50.19,medium,6,yes,78,94,60,42,73,job
1293,7.93,7.94,8.96,8.61,8.36,0,0,55.11,71.26,medium,6,yes,74,78,75,75,79.19,higher study
1294,8.01,6.45,7.04,7.24,7.18,2,2,45.71,89.54,low,9,yes,58,83,39,72,97.78,none
1295,3.93,8.8,3.63,7.6,5.99,0,3,87.06,94.69,high,10,yes,83,83,57,73,87.66,higher study
1296,7.9,7.15,3.58,6.06,6.17,0,0,51.48,65.56,medium,6,yes,100,81,78,92,74.4,none
1297,6.6,8.19,3.76,9.27,6.95,1,1,55.13,75.86,high,11,yes,85,56,40,77,100,higher study
1298,7.26,6.06,5.91,6.48,6.43,1,1,60.77,33.21,high,9,yes,64,41,49,98,73.83,job
1299,8.25,6.62,5.85,7.93,7.16,0,0,62.07,49.97,high,1,yes,70,62,91,44,92.55,higher study
1300,6.3,7.46,7.8,8.15,7.43,0,0,60.57,51.68,medium,7,no,55,76,90,38,91.38,higher study
1301,6.83,8.63,8.81,7.75,8.01,0,0,66.76,39.27,medium,0,yes,60,86,75,82,88.92,job
1302,4.92,7.58,6.5,6.43,6.36,0,0,87.57,51.75,low,12,no,35,39,47,84,86.78,job
1303,6.83,8.79,3.98,7.34,6.74,0,5,87.89,54.52,low,13,no,55,57,89,69,64.35,none
1304,7.3,4.57,8.15,4.07,6.02,0,0,86.49,97.91,medium,1,no,86,47,45,49,99.8,none
1305,8.94,7.45,8.26,7.07,7.93,1,1,39.78,77.8,low,10,yes,50,85,48,40,66.44,higher study
1306,4.24,7.47,6.27,7.49,6.37,0,0,86.58,61.55,high,6,yes,89,37,41,77,83.85,none
1307,6.2,6.36,8.58,8.61,7.44,0,0,41.07,99.2,high,3,yes,64,91,91,59,69.97,higher study
1308,5.85,8.41,8.44,5.74,7.11,0,0,41.37,43.28,medium,10,no,76,70,86,69,66.75,none
1309,7.56,5.13,6.1,5.95,6.18,0,1,96.51,64.9,high,9,yes,86,81,42,86,82.38,job
1310,5.55,5.32,6.27,8.33,6.37,0,0,87.9,76.36,medium,9,yes,38,72,79,77,93.45,job
1311,6.54,6.74,6.15,6.25,6.42,0,0,70.02,36.73,medium,8,no,35,99,40,45,75.08,job
1312,5.96,8.7,7,8.67,7.58,0,0,91.62,81.04,medium,10,yes,92,46,77,56,63.09,job
1313,8.91,3.5,7.53,7.42,6.84,0,0,99.29,39.7,high,8,no,37,99,47,63,84.95,higher study
1314,4.15,9.89,7.6,8.23,7.47,0,0,73.92,42.41,medium,13,no,67,93,39,96,90.66,job
1315,6.34,8.73,6.8,6.42,7.07,0,0,74.07,43.71,medium,2,no,100,74,68,36,71.84,job
1316,7.21,8.83,8.73,8.01,8.2,0,4,83.55,95.24,low,12,yes,39,65,94,67,87.62,job
1317,8.21,7.56,3.9,6.71,6.6,0,0,48.56,78.78,high,13,no,91,85,57,82,63.03,job
1318,8.11,9.53,7.1,7.32,8.02,0,5,44.21,76.92,medium,12,no,80,38,35,77,74.46,none
1319,7.27,8.03,6.14,5.12,6.64,2,7,83.89,70.22,low,2,yes,38,100,84,74,78.97,higher study
1320,7.04,8.34,6.9,6.05,7.08,0,5,56.12,52.63,medium,8,no,94,99,64,81,91.28,higher study
1321,7.19,6.39,7.59,6.45,6.9,0,0,42.06,74.6,high,12,yes,89,85,60,41,73.53,none
1322,6.79,7.8,4.1,6.28,6.24,0,4,54.1,60.49,low,9,yes,68,82,64,40,78.15,none
1323,5.92,6.1,7.22,6.72,6.49,0,0,57.04,42.75,low,14,no,46,62,76,70,85.13,higher study
1324,6.62,9.67,6.82,6.3,7.35,0,0,97.67,79.21,medium,11,yes,59,71,85,88,84.96,higher study
1325,9.04,7.49,6.39,8.08,7.75,0,0,79.77,41.69,medium,7,yes,97,41,47,83,80.71,none
1326,7.45,6.46,4.79,6.09,6.2,1,4,68.57,45.78,high,0,yes,44,92,92,54,73.14,job
1327,6.81,6.55,8.46,7.85,7.42,0,0,97.91,87.79,high,5,yes,95,88,53,67,86.8,higher study
1328,6.86,7.1,8.99,6.42,7.34,0,0,93.51,77.23,medium,6,no,80,35,85,82,93.49,none
1329,7.97,7.3,6.99,8.84,7.78,0,0,67.31,75.28,low,13,yes,91,59,73,60,66.15,job
1330,8.91,7.87,4.92,9.67,7.84,0,0,93.68,61.03,high,10,yes,43,96,77,41,73.62,job
1331,7.81,6.22,7.14,8.8,7.49,0,0,60.09,59.56,high,13,yes,49,50,39,67,86.75,none
1332,6.23,7.51,7.85,6.68,7.07,0,1,48.45,79.25,low,7,yes,45,92,90,51,90.23,higher study
1333,6.23,6.55,8.16,7.84,7.2,0,0,48.6,82.58,medium,11,no,83,49,91,84,91.26,higher study
1334,9.57,7.72,7.18,5.79,7.56,2,4,77.38,67.19,high,11,no,48,91,63,45,86.13,job
1335,9.39,9.83,8.71,6.08,8.5,0,0,66.58,97.94,low,1,yes,92,97,85,84,79.13,none
1336,8.85,5.84,7.68,8.8,7.79,5,9,77.15,97.03,high,13,no,95,83,44,96,85.83,job
1337,6.89,7.91,7.35,5.11,6.82,0,0,78.97,60.64,low,0,yes,95,59,80,73,65.4,job
1338,6.28,7.67,9.86,7.57,7.84,0,0,34.51,87.98,high,3,no,83,50,38,55,68.31,job
1339,7.8,3.91,7.94,6.13,6.44,0,0,36.63,69.4,medium,0,yes,87,79,36,41,97.1,none
1340,7.87,8.21,8.86,7.03,7.99,0,0,68.69,67.29,low,1,yes,87,83,48,61,96.89,higher study
1341,7.95,4.08,8.38,3.58,6,0,0,45.81,36.69,high,2,no,61,76,35,83,88.96,job
1342,6.8,4.16,6.12,6.23,5.83,0,0,75.38,71.46,high,3,no,84,81,35,80,73.08,higher study
1343,4.58,7.01,4.05,7.18,5.7,0,0,70,93.34,low,11,no,66,52,87,89,85.95,higher study
1344,6.05,8.3,7,8.01,7.34,0,0,72.25,85.27,low,11,no,34,58,79,65,87.51,none
1345,8.9,9.15,7.41,7.41,8.22,0,0,53.27,85.69,medium,5,no,34,51,74,44,80.6,higher study
1346,6.75,7.3,9.45,7.15,7.66,0,0,75.87,43.72,low,7,yes,88,84,63,54,89.94,higher study
1347,8.03,7.45,6.94,6.36,7.2,0,0,88.58,57.02,high,8,yes,78,51,77,59,61.19,job
1348,8.12,7.94,5.39,6.73,7.04,0,0,99.87,48.63,medium,14,yes,73,91,43,47,70.25,none
1349,9.03,6.06,8.1,6.3,7.37,0,0,89.18,54.17,low,3,yes,94,97,63,47,91.78,none
1350,7.83,7.96,4.27,8.42,7.12,0,5,70.36,71.83,high,0,no,69,90,82,36,97.55,job
1351,4.37,7.86,8.48,5.99,6.68,0,0,45.97,57.45,low,13,no,57,50,68,90,95.04,job
1352,6.94,9.04,8.19,6.41,7.64,0,0,78.66,70.57,high,4,yes,47,92,98,40,88.66,higher study
1353,6.81,6.93,5.81,3.75,5.82,0,0,95.82,62.39,high,4,yes,34,100,50,72,66.62,higher study
1354,7.79,6.26,8.97,7.79,7.7,0,0,47.2,52.21,medium,8,no,80,48,64,90,74.75,none
1355,8.6,6.27,6.82,7.03,7.18,0,0,50.16,39.4,medium,5,no,54,59,85,98,62.01,none
1356,3.63,8.77,8.62,6.68,6.92,0,0,42.99,92.75,low,4,no,72,81,59,58,85.59,higher study
1357,3.63,8.07,5.14,7.92,6.19,0,0,82.36,33.77,medium,9,no,36,47,38,64,77.99,job
1358,8.84,9.88,8.3,9.36,9.09,0,1,60.25,33.12,low,9,no,49,42,47,43,82.92,none
1359,6.32,3.59,4.59,5.21,4.93,1,1,37.21,88.4,medium,4,yes,59,40,84,42,99.17,job
1360,6.46,6.38,7.09,7.37,6.82,0,0,91.62,99.79,medium,7,yes,87,88,48,41,76.09,higher study
1361,5.23,7.07,8.2,7.2,6.92,0,0,70.37,81.72,low,10,yes,46,45,45,52,72.27,none
1362,8.83,7.78,5.47,7.78,7.46,0,1,55.19,34.03,medium,0,yes,94,50,79,63,66.02,none
1363,8.21,8.51,6.31,7.47,7.62,2,2,56.05,48.2,medium,4,no,53,41,97,42,65.74,higher study
1364,8.65,6.13,8.37,6.91,7.52,0,0,52.45,98.11,medium,0,yes,60,75,92,80,80.74,higher study
1365,6.61,6.71,7.6,7.68,7.15,0,0,63.52,87.18,medium,14,yes,35,70,59,79,89.97,job
1366,7.76,9.31,6.88,8.01,7.99,4,4,55.59,70.98,low,6,yes,43,53,62,34,82.58,job
1367,8.1,8.67,7.97,6.08,7.7,0,3,69.72,48.88,high,13,yes,93,34,37,36,94.93,higher study
1368,4.64,6.03,5.54,4.13,5.08,5,5,84.83,33.97,low,14,yes,52,42,83,67,72.63,higher study
1369,8.04,6.6,7.92,4.48,6.76,0,0,78.19,34.41,low,6,no,48,57,58,58,83.8,higher study
1370,7.22,8.88,6.63,7.4,7.53,0,0,52.74,74.01,low,12,yes,80,67,73,63,86.45,none
1371,9.58,7.84,6.09,5.11,7.16,0,0,68.43,34.47,medium,9,yes,57,69,65,34,71.23,higher study
1372,6.05,6.79,7.3,6.17,6.58,0,0,89.29,99.57,medium,7,no,49,37,70,51,75.85,none
1373,4.07,6.2,7.71,6.56,6.14,0,0,37.58,45.29,high,13,no,93,62,43,66,83.64,higher study
1374,7.75,6.08,4.23,7.68,6.44,0,0,38.26,80.62,medium,6,no,82,49,71,42,60.84,none
1375,6.76,6.73,8.63,8.6,7.68,0,0,70.27,43.4,high,10,no,37,41,94,40,95.46,job
1376,5.03,8.64,8.78,8.65,7.78,1,1,75.82,69.19,high,8,yes,99,72,60,63,64.44,job
1377,7.35,7.25,7.59,4.59,6.69,0,0,47.17,38.41,medium,7,no,82,91,40,46,61.9,none
1378,8.87,8.16,8.26,9.54,8.71,0,0,82.93,84.38,high,7,yes,64,45,42,46,68.6,job
1379,7.2,3.81,4.35,6.21,5.39,4,4,76.3,72.19,low,2,no,99,77,92,75,80.09,job
1380,8.52,8.75,7.32,7.26,7.96,0,0,94.86,38.78,low,14,yes,87,37,69,96,73.15,none
1381,6.57,7.22,8.24,7.75,7.44,0,0,44.33,89.86,low,9,no,35,58,63,69,77.61,higher study
1382,8.02,6.57,6.61,6.44,6.91,0,0,83.34,69.65,high,14,no,94,100,52,68,63.37,higher study
1383,9.01,7.55,7.11,8.3,7.99,0,2,38.61,94.75,high,3,yes,48,72,74,79,69.32,none
1384,8.93,8.72,7.9,8.23,8.44,0,0,70.88,94.41,low,3,yes,93,57,88,78,63.91,job
1385,6.31,8.41,6.05,8.71,7.37,0,1,69.98,94.67,medium,0,no,76,39,39,89,69.19,higher study
1386,6.02,6.2,5.84,6.03,6.02,0,1,59.03,38.22,low,5,yes,73,66,55,38,88.13,higher study
1387,7.3,8.08,3.91,6.65,6.48,0,0,89.59,41.11,medium,1,yes,63,81,57,77,83.01,job
1388,6.28,9.13,8.17,8.48,8.02,0,0,33.3,99.18,medium,14,yes,96,100,95,61,73.36,none
1389,9.79,7.72,8.51,8.01,8.51,0,0,67.86,65.67,high,8,yes,57,35,75,75,70.45,none
1390,8.25,5.97,7.2,8.68,7.52,0,0,47.56,48.97,high,13,no,77,71,55,64,99.9,higher study
1391,8.74,8.72,3.61,6.17,6.81,0,1,82.82,84.57,medium,0,yes,47,73,49,40,90.71,none
1392,7.3,6.37,9.92,7.79,7.84,1,1,35.9,50.71,medium,0,no,61,89,46,40,92.88,job
1393,6.78,4.29,7.34,7.71,6.53,1,1,88.72,81.73,medium,10,yes,47,54,70,37,61.05,none
1394,7.3,7.6,8.55,4.13,6.9,0,0,89.15,89.1,high,12,no,89,68,85,65,62.38,none
1395,8.17,8.64,8.33,6.11,7.81,0,5,88.8,85.55,low,9,no,67,100,57,61,88.5,none
1396,4.13,7.23,6.86,7.54,6.44,5,5,43.23,51.37,medium,10,no,45,93,50,89,67.67,none
1397,6.03,7.45,6.97,7.83,7.07,0,0,75.24,59.91,high,5,no,89,56,49,37,77.03,job
1398,7.77,6.21,8.04,6.57,7.15,0,0,33.97,60.69,low,12,yes,94,98,34,41,67.37,none
1399,7.84,6.83,7.69,6.82,7.3,0,0,89.82,65.92,high,0,yes,94,96,34,47,67.08,higher study
1400,7.91,3.79,6.49,7.92,6.53,5,5,81.44,44.22,low,11,no,73,56,63,63,64.36,none
1401,6.73,6.97,6.93,9.49,7.53,0,0,68.59,63.32,high,14,yes,53,75,57,36,83.77,higher study
1402,8.14,9.47,8.7,7.4,8.43,0,0,81.95,67.23,low,2,yes,75,97,79,35,89.57,job
1403,6.27,9.6,8.06,8.57,8.12,0,0,39.33,68.63,medium,9,no,40,99,35,43,62.27,none
1404,6.6,8.84,8.96,7.03,7.86,0,0,68.42,87.94,high,1,yes,64,74,48,49,71.02,higher study
1405,8.63,6.85,8.3,6.8,7.64,0,0,52.52,67.67,low,12,yes,80,53,62,55,86.33,none
1406,8.22,3.77,8.83,8.95,7.44,0,0,98.17,48.47,low,10,yes,84,42,95,68,75.69,none
1407,4.94,9.03,6.65,8.73,7.34,0,0,90.43,77.43,low,8,yes,91,90,46,82,88.19,higher study
1408,4.4,7.38,8.31,4.34,6.11,0,0,82.13,86.42,medium,4,no,55,50,98,35,90.37,job
1409,6.04,8.01,6.06,6.09,6.55,0,0,95.56,54.4,high,5,no,57,51,78,99,61.29,job
1410,5.56,6.49,8.01,4.35,6.1,0,0,56.25,76.24,low,1,yes,67,96,80,52,75.23,job
1411,6.75,7.46,7.41,8.31,7.48,0,0,93.36,42.85,medium,7,no,96,59,49,37,89.17,job
1412,6.64,8.22,7.04,6.33,7.06,0,0,54.8,55.92,medium,5,no,93,46,36,74,75.14,job
1413,6.81,8.6,8.59,6.08,7.52,0,0,82.1,93.92,medium,10,no,52,50,38,89,60.23,job
1414,6.74,7.88,8.56,6.82,7.5,0,0,82.34,94.06,medium,11,no,57,59,59,88,73.45,none
1415,6.19,8.01,6.07,5.9,6.54,0,0,34.24,71.55,medium,7,yes,97,39,48,64,94.91,none
1416,5.55,6.38,7.83,6.81,6.64,2,2,57.2,80.06,medium,7,yes,53,37,88,55,98.08,higher study
1417,7.38,8.84,7.1,8.46,7.94,0,0,34.31,90.22,medium,13,yes,60,40,55,81,82.42,job
1418,8.2,6.4,7.25,9.38,7.81,0,2,99.81,97.22,high,14,no,91,50,70,37,72.25,job
1419,7.82,8.32,8.5,5.5,7.54,0,0,41.2,65.83,high,0,yes,77,83,62,54,78.64,job
1420,4.69,6.79,6.93,8.13,6.64,0,0,69.37,70.63,medium,6,yes,98,39,59,74,69.45,higher study
1421,8.02,8.8,4.64,4.65,6.53,2,4,85.97,60.85,low,1,yes,79,63,44,78,66.73,none
1422,6.24,8.16,8.83,8.94,8.04,0,0,46.49,37.83,low,14,no,87,89,53,41,79.74,none
1423,8.85,9.27,6.54,4,7.16,0,1,65.5,61.33,low,10,yes,72,72,66,42,89.47,job
1424,8.52,8.26,7.99,8.13,8.23,4,4,73.7,85.97,medium,7,no,40,47,63,51,68.9,none
1425,9.31,6.66,5.5,5.53,6.75,0,0,43.74,86.93,low,11,no,87,87,83,64,96.38,none
1426,9.04,7.33,8.02,7.25,7.91,0,0,85.17,92.79,high,1,no,76,55,67,68,66.73,none
1427,8.42,9.03,6.76,8.1,8.08,0,0,53.06,36.46,high,3,no,53,90,38,63,82.34,job
1428,9.59,7.85,5.43,9,7.97,0,0,47.15,68.32,high,1,no,58,74,45,51,91.06,none
1429,8.47,8.31,6.97,8.13,7.97,5,5,70.41,40.21,high,12,yes,76,43,85,74,68.54,none
1430,4.38,6.31,5.8,8.29,6.19,0,0,60.5,46.46,medium,6,no,60,35,84,57,71.86,higher study
1431,8.8,8.89,4.83,8.82,7.84,2,5,94.66,93.32,high,4,no,58,100,54,81,62.06,job
1432,7.63,8.67,8.5,3.89,7.17,5,5,91.97,66.29,low,12,no,69,81,91,47,97.76,none
1433,6.6,6.81,8.29,6.34,7.01,0,0,65.39,83.82,low,10,yes,99,75,97,52,79.48,job
1434,7.85,8.47,6.99,8.11,7.86,0,0,57.08,37.32,high,12,yes,42,44,39,93,62.57,none
1435,8.23,7.55,7.6,8.55,7.98,0,0,54.82,60.93,high,10,yes,86,45,82,55,93.21,job
1436,8.21,7.39,6.19,9.72,7.88,0,0,50.93,78.18,high,8,yes,54,47,70,63,82.77,none
1437,7.56,6.94,6.63,8.86,7.5,0,0,69.49,41.95,low,4,no,83,63,43,48,62.21,none
1438,6.21,5.3,7.46,6.63,6.4,0,0,86.94,54.84,low,10,no,49,93,99,54,78.04,higher study
1439,7.11,7.74,6.26,4.03,6.28,0,0,53.83,37.33,high,7,yes,99,63,89,59,77.38,job
1440,8.76,5.64,8.53,7.51,7.61,3,4,45.74,76.64,low,1,no,59,71,99,45,65.84,none
1441,9.4,8.19,8.15,8.04,8.44,0,0,64.86,98.05,low,2,yes,77,98,78,40,76.81,higher study
1442,7.75,7.23,8.83,6.74,7.64,0,0,37.63,88.41,medium,5,yes,62,80,97,68,71.31,higher study
1443,7.61,7.89,8.08,4.42,7,2,2,79.99,98.3,high,10,yes,79,72,49,35,88,job
1444,6.81,9.42,8.82,7.8,8.21,0,0,67.73,89.66,high,6,no,82,82,43,53,60.22,job
1445,4.41,8.1,7.66,6.77,6.74,0,0,66.26,90.3,medium,13,yes,48,91,54,80,64.26,higher study
1446,7.11,8.13,7.8,5.7,7.18,0,0,53.14,71.68,medium,9,yes,50,50,45,45,96.75,job
1447,8.69,6.16,9.47,7,7.83,0,2,93.61,67.73,low,7,no,42,39,46,86,77.33,job
1448,5.51,8.58,8.93,7.32,7.58,0,0,39.07,60.22,medium,14,no,65,48,43,50,67.05,job
1449,4.32,7.37,7.93,3.83,5.86,0,0,91.28,87.81,high,2,no,99,100,46,51,91.73,none
1450,8,6.79,6.09,7.59,7.12,0,0,58.25,45.21,high,6,no,92,61,67,57,94.06,job
1451,8.36,6.73,8.17,7.35,7.65,5,5,92,36.78,high,7,no,65,77,92,70,68.45,job
1452,7.36,7.45,8.72,7.48,7.75,0,0,81.83,96.51,low,9,no,76,51,82,63,88.54,higher study
1453,4.02,8.66,8.39,3.81,6.22,0,0,39.99,33.26,low,14,yes,92,65,39,85,84.61,higher study
1454,7.89,7.14,7.75,6.9,7.42,0,0,88.71,98.45,high,5,no,63,77,45,56,89.8,higher study
1455,6.75,8.25,3.75,6.48,6.31,0,0,78.71,81.84,high,3,no,44,96,62,70,91.52,job
1456,3.71,6.29,8.01,4.73,5.68,0,0,35.17,55.02,low,12,no,59,91,59,57,86.44,job
1457,8.12,7.43,8.97,6.14,7.66,3,3,41.97,79.76,low,5,yes,35,80,49,83,98.25,higher study
1458,7.28,8.98,4.97,6.59,6.96,0,0,75.59,87.8,medium,8,no,67,50,86,53,94.57,higher study
1459,7.33,9.9,6.27,9.88,8.35,0,0,77.4,49.45,low,2,yes,74,72,52,80,69.16,none
1460,7.95,9.98,8,7.75,8.42,0,0,83.03,84.65,low,14,yes,64,92,80,51,96.54,none
1461,8.81,4.14,6.85,9.01,7.2,0,0,81.26,86.89,high,1,yes,96,40,65,59,74.38,none
1462,6.19,8.31,7.92,8.36,7.7,0,0,77.19,49.71,high,4,yes,88,96,94,76,89.06,job
1463,8.47,6.63,7.82,6.51,7.36,0,0,84.34,35.82,high,6,no,94,90,38,80,93.92,job
1464,6.88,7.5,6.46,6.33,6.79,0,0,71.53,46.68,medium,2,no,69,67,92,76,77.45,higher study
1465,9.97,6.7,5.45,8.25,7.59,0,1,50.48,46.45,low,4,no,73,86,35,65,62.06,none
1466,7.33,7.23,9.28,6.92,7.69,0,0,94.13,37.38,medium,3,no,56,99,35,40,97.99,job
1467,9.54,8.34,3.73,8.85,7.62,0,1,34.23,81.65,low,10,no,59,81,36,65,62.9,none
1468,6.07,3.55,3.93,4.19,4.44,0,0,57.57,58.46,low,6,no,51,93,76,98,73.92,none
1469,4.67,4.06,6.62,8.14,5.87,5,5,81.84,92.26,high,1,yes,67,76,38,91,83.86,job
1470,6.9,8.31,7.86,6.98,7.51,0,0,61.63,49.9,low,11,yes,61,37,83,86,64.7,none
1471,7.51,6.68,6.38,6.87,6.86,0,0,34.67,63.37,medium,10,no,82,85,43,67,93.53,higher study
1472,6.17,8.77,6.8,7.57,7.33,0,4,37.43,75.82,high,12,no,97,65,60,89,68.14,higher study
1473,4.71,7.78,3.53,6.24,5.56,0,0,76.46,91.79,medium,6,no,96,84,57,99,99.44,job
1474,7.47,7.14,8.51,6.35,7.37,0,0,97.65,68.15,medium,11,no,95,43,55,65,96.66,none
1475,8.78,7.51,4.98,6.53,6.95,0,0,69.98,58.03,high,1,no,75,45,36,83,84.18,higher study
1476,6.32,7.82,5.72,8.32,7.04,0,0,66.96,91.09,low,2,no,57,72,49,57,86.4,none
1477,5.6,7.68,9.14,7.54,7.49,0,0,54.33,53.79,medium,4,yes,68,43,63,79,81.34,higher study
1478,8.29,7.46,5.18,6.03,6.74,2,2,50.21,38.33,low,6,yes,88,43,76,36,75.64,higher study
1479,7.23,7.51,6.98,8.02,7.44,0,0,34.42,62.82,high,12,no,82,56,37,43,74.07,none
1480,7.97,6.53,7.46,4.92,6.72,0,1,51.3,85.6,low,5,no,92,46,73,39,95.67,job
1481,4.05,3.64,8.82,7.27,5.94,0,0,63.1,35.07,low,11,no,55,81,49,85,83.06,job
1482,6.78,8.44,6.68,7.53,7.36,2,2,46.27,72.26,high,6,yes,94,77,49,83,92.93,job
1483,6.48,7.63,7.17,6.64,6.98,0,0,38.86,72.83,low,10,yes,63,97,99,91,80.56,none
1484,6.48,6.39,5.96,7.66,6.62,0,5,81.09,95.21,medium,5,yes,93,73,88,85,72.28,none
1485,6.21,8.3,3.66,8.94,6.78,1,1,92.94,52.2,medium,12,yes,39,39,53,46,63.67,none
1486,6.56,9.64,7.82,9.93,8.49,0,0,95.76,51.69,medium,11,yes,44,76,84,92,72.95,job
1487,7.99,8.8,8.27,6.22,7.82,0,4,74.41,62.52,low,0,no,57,65,90,72,95.2,none
1488,8.65,8.84,8.7,6.85,8.26,0,0,36.55,56.92,medium,14,no,84,82,84,86,88.48,job
1489,8.44,7.11,8.75,6.73,7.76,1,1,82.64,82.34,low,4,yes,52,52,51,91,91.43,higher study
1490,8.06,3.76,8.33,6.75,6.72,3,3,40.39,76,low,11,no,83,85,92,53,90.94,job
1491,6.33,6.41,6.68,4.63,6.01,2,5,77.88,83.85,low,0,yes,36,85,61,96,64.8,job
1492,6.87,7.56,6.07,7.14,6.91,0,5,85.22,87.94,low,6,yes,36,67,61,43,66.35,job
1493,6.93,6.34,7.15,8.45,7.22,2,2,81.64,94.84,high,3,yes,64,92,46,59,72.69,none
1494,6.75,8.8,6.42,8.74,7.68,0,0,96.78,61.88,medium,4,no,80,38,39,52,72.04,job
1495,7.55,6.55,8.13,6.61,7.21,0,0,82.46,98.97,medium,0,no,41,99,62,94,62.64,higher study
